PortOfEntryDistrict,CountryOfOrigin,ProductCode,DateDiff,Status,Product,SubIndustry,UseCase,ProductState,Source,SeafoodCategory,OriginCity,OriginContinent,SecondaryProcessingOriginCity,ProductType,VesselCheck,StorageCondition,IsSafe
Division of Southeast Imports,Thailand,16SEE33,3,Passed,SARDINES,"Fish, Cold Smoked (protein is not coagulated)",Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Muang Samut Sakhon,Asia,Muang Samut Sakhon,Processed,YES,Low Acid,No
Division of West Coast Imports,Thailand,16AEE33,1,Passed,SARDINES,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Muang Samut Sakhon,Asia,Muang Samut Sakhon,Processed,YES,Low Acid,No
Division of West Coast Imports,Thailand,16AEE33,-3,Passed,SARDINES,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Muang Samut Sakhon,Asia,Muang Samut Sakhon,Processed,YES,Low Acid,No
Division of West Coast Imports,Thailand,16AEE33,5,Passed,SARDINES,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Muang Samut Sakhon,Asia,Muang Samut Sakhon,Frozen,YES,Refrigerated,No
Division of Northeast Imports,Thailand,16AEE33,2,Passed,SARDINES,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Muang Samut Sakhon,Asia,Muang Samut Sakhon,Frozen,YES,Refrigerated,No
Division of West Coast Imports,Thailand,16AEE33,4,Passed,SARDINES,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Muang Samut Sakhon,Asia,Muang Samut Sakhon,Frozen,YES,Refrigerated,No
Division of Southeast Imports,Thailand,16AEE33,-1,Examined,SARDINES,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Muang Samut Sakhon,Asia,Muang Samut Sakhon,Frozen,YES,Refrigerated,No
Division of Northeast Imports,Thailand,16AEE33,4,Passed,SARDINES,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Muang Samut Sakhon,Asia,Muang Samut Sakhon,Frozen,YES,Refrigerated,No
Division of West Coast Imports,Thailand,16AEE33,-2,Passed,SARDINES,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Muang Samut Sakhon,Asia,Muang Samut Sakhon,Processed,YES,Contract Sterilizer,No
Division of West Coast Imports,Thailand,16AEE33,1,Passed,SARDINES,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Muang Samut Sakhon,Asia,Muang Samut Sakhon,Processed,YES,Contract Sterilizer,No
Division of West Coast Imports,Thailand,16AEE33,4,Passed,SARDINES,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Muang Samut Sakhon,Asia,Muang Samut Sakhon,Processed,YES,Contract Sterilizer,No
Division of Northeast Imports,Thailand,16AEE73,5,Passed,MACKEREL,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Muang Samut Sakhon,Asia,Muang Samut Sakhon,Processed,YES,Contract Sterilizer,No
Division of Northern Border Imports,United States,16JGN05,-5,Passed,SHRIMP,Crustaceans,"Plastic, Synth",Heat Treated,WildCatch,Other Fish,Seattle,North America,Shanghai,Processed,NO,Acidified,No
Division of Northeast Imports,United States,16MGT03,-3,Passed,SQUID,Other Aquatic Species,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,North Kingstown,North America,North Kingstown,Processed,NO,Contract Sterilizer,
Division of Northeast Imports,United States,16MGT03,-3,Released,SQUID,Other Aquatic Species,"Plastic, Synth",Packaged Food (Not Commercially Sterile),WildCatch,Other Fish,Narragansett,North America,Narragansett,Processed,NO,Acidified,
Division of Northern Border Imports,United States,16AGC99,-1,Refused,FISH,Fish,"Plastic, Synth","Raw, Fresh, Refrigerated",Aquaculture,Other Fish,Seattle,North America,Shanghai,Frozen,YES,Frozen,No
Division of Northern Border Imports,United States,16RVT02,-1,Passed,CRAB,Engineered Seafood,Vacuum or Modified Atmosphere Packaging,Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Motley,North America,Motley,Processed,NO,Contract Sterilizer,
Division of Northeast Imports,United States,16MGT03,3,Passed,SQUID,Other Aquatic Species,"Plastic, Synth",Packaged Food (Not Commercially Sterile),Aquaculture,Other Fish,Cape May,North America,Cape May,Frozen,YES,Refrigerated,No
Division of Northeast Imports,United States,16MGT03,3,Passed,SQUID,Other Aquatic Species,"Plastic, Synth",Packaged Food (Not Commercially Sterile),WildCatch,Other Fish,Cape May,North America,Cape May,Processed,YES,Contract Sterilizer,No
Division of Northeast Imports,United States,16EGT05,1,Passed,SCALLOPS,Shellfish,"Plastic, Synth",Packaged Food (Not Commercially Sterile),WildCatch,Shellfish,Seattle,North America,Shanghai,Processed,NO,Acidified,
Division of Northern Border Imports,United States,16JGT05,0,Passed,SHRIMP,Crustaceans,"Plastic, Synth",Packaged Food (Not Commercially Sterile),WildCatch,Other Fish,Seattle,North America,Shanghai,Frozen,NO,Refrigerated,
Division of West Coast Imports,American Samoa,16AEE45,4,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AVE45,3,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of Northeast Imports,American Samoa,16AEE45,4,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AVE45,3,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AVE45,4,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of Northeast Imports,American Samoa,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AVE45,5,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AEE45,4,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AEE45,3,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AVE45,4,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AEE45,4,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of Northeast Imports,American Samoa,16AEE45,4,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AVE45,1,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AEE45,4,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AVE45,2,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AEE45,4,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AEE45,3,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AEE45,0,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AEE45,4,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AVE45,4,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AVE45,1,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AVE45,5,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AVE45,5,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AVE45,3,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AVE45,5,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AVE45,4,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AEE45,4,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AVE45,4,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AEE45,5,Released,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AEE45,1,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AVE45,5,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AVE45,4,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AEE45,4,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AVE45,1,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AEE45,4,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AEE45,4,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Refrigerated,No
Division of West Coast Imports,American Samoa,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AEE45,4,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AVE45,2,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AVE45,4,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AEE45,2,Examined,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AEE45,4,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AEE45,3,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AVE45,5,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AEE45,4,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AEE45,4,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AEE45,4,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of Northeast Imports,American Samoa,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AVE45,4,Passed,TUNA,Fish,Vacuum or Modified Atmosphere Packaging,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AEE45,4,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AEE45,3,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AEE45,4,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AEE45,4,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AEE45,2,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AEE45,3,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AEE45,4,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AEE45,2,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AEE45,4,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
Division of West Coast Imports,American Samoa,16AEE45,5,Passed,TUNA,Fish,Commercially Sterile,Commercially Sterile,WildCatch,Other Fish,Pago Pago,Oceania,Pago Pago,Frozen,YES,Frozen,No
